               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.027944,           0.0096842,                   0,             0.99874,                   1,               0.995,             0.79776,            0.014785,           0.0060042,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.026643,           0.0089118,                   0,             0.99941,                   1,               0.995,             0.79748,            0.014469,           0.0056913,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.025443,           0.0091989,                   0,             0.99933,                   1,               0.995,             0.78624,            0.018307,           0.0056543,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.024237,           0.0084473,                   0,              0.9994,                   1,               0.995,             0.76804,            0.013592,           0.0052851,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.024878,           0.0086153,                   0,              0.9964,                   1,               0.995,             0.79335,            0.012747,           0.0052546,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.023371,           0.0086421,                   0,              0.9998,                   1,               0.995,              0.8865,           0.0097606,           0.0047845,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.023505,            0.008047,                   0,             0.99973,                   1,               0.995,             0.80832,            0.014944,           0.0049993,                   0,            0.008119,            0.008119,            0.008119
                  21,             0.02205,           0.0081969,                   0,             0.99905,                   1,               0.995,             0.83464,            0.013445,           0.0046178,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.021088,           0.0074201,                   0,             0.99923,                   1,               0.995,             0.87644,            0.013218,           0.0048264,                   0,            0.007921,            0.007921,            0.007921
                  23,               0.021,           0.0078935,                   0,             0.99983,                   1,               0.995,             0.85282,            0.013213,            0.004196,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.022137,           0.0079633,                   0,             0.99966,                   1,               0.995,             0.90034,            0.010727,           0.0041296,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.021035,           0.0077445,                   0,             0.99968,                   1,               0.995,             0.74233,              0.0161,           0.0048486,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.020851,           0.0073127,                   0,             0.99976,                   1,               0.995,             0.89243,           0.0086023,           0.0041035,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.020173,           0.0076674,                   0,             0.99976,                   1,               0.995,              0.8937,           0.0098703,           0.0040236,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.019213,           0.0073972,                   0,             0.99983,                   1,               0.995,             0.94438,           0.0080866,           0.0036319,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.018077,           0.0070082,                   0,             0.99981,                   1,               0.995,             0.90934,           0.0077359,           0.0038697,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.019252,           0.0070069,                   0,             0.99981,                   1,               0.995,             0.88165,            0.011416,           0.0040793,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.017484,           0.0065405,                   0,             0.99977,                   1,               0.995,             0.92209,           0.0089842,           0.0035872,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.018833,             0.00698,                   0,             0.99983,                   1,               0.995,             0.93443,           0.0062845,           0.0033043,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.017474,           0.0066605,                   0,             0.99983,                   1,               0.995,             0.83091,            0.013088,           0.0037328,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.017798,           0.0067256,                   0,             0.99983,                   1,               0.995,             0.93842,           0.0093905,           0.0037967,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.017382,           0.0064908,                   0,             0.99983,                   1,               0.995,             0.92206,           0.0081998,           0.0036318,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.017497,           0.0067349,                   0,             0.99984,                   1,               0.995,             0.85859,           0.0098276,           0.0035498,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.016571,           0.0062915,                   0,             0.99984,                   1,               0.995,             0.91509,            0.010616,           0.0034972,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.017088,           0.0064754,                   0,             0.99977,                   1,               0.995,             0.91352,           0.0086122,           0.0035995,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.015715,           0.0066416,                   0,             0.99984,                   1,               0.995,             0.96052,            0.008079,            0.003108,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.016041,           0.0060618,                   0,             0.99984,                   1,               0.995,             0.90611,           0.0082668,           0.0031516,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.015675,            0.006125,                   0,             0.99983,                   1,               0.995,             0.90294,           0.0088673,            0.003296,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.015517,           0.0058976,                   0,             0.99985,                   1,               0.995,             0.94859,           0.0082444,           0.0033254,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.015743,           0.0063827,                   0,             0.99986,                   1,               0.995,             0.96886,           0.0074554,           0.0030804,                   0,            0.005842,            0.005842,            0.005842
                  44,             0.01541,           0.0060096,                   0,             0.99982,                   1,               0.995,             0.83729,             0.01046,           0.0032084,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.015069,           0.0060736,                   0,             0.99985,                   1,               0.995,             0.96927,           0.0055066,           0.0028277,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.015624,           0.0060864,                   0,             0.99985,                   1,               0.995,             0.98992,           0.0055281,           0.0026017,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.014519,           0.0054775,                   0,             0.99985,                   1,               0.995,              0.9852,           0.0053779,            0.002604,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.015417,           0.0059821,                   0,             0.99986,                   1,               0.995,             0.95423,            0.008006,           0.0029768,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.013882,           0.0053824,                   0,             0.99986,                   1,               0.995,             0.97898,           0.0066965,           0.0028197,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.015279,           0.0061554,                   0,             0.99985,                   1,               0.995,               0.915,           0.0080757,           0.0029705,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.014427,           0.0055662,                   0,             0.99985,                   1,               0.995,             0.96679,           0.0055262,            0.002568,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.014297,           0.0056859,                   0,             0.99985,                   1,               0.995,             0.93478,           0.0074712,           0.0027084,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.013457,           0.0055979,                   0,             0.99985,                   1,               0.995,             0.98559,           0.0047708,           0.0026763,                   0,            0.004852,            0.004852,            0.004852
