               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,                   0,           0.0011424,                   0,                   0,                   0,                   0,                   0,                   0,           0.0011289,                   0,            0.006832,            0.006832,            0.006832
                  18,                   0,           0.0010248,                   0,                   0,                   0,                   0,                   0,                   0,           0.0009045,                   0,            0.006634,            0.006634,            0.006634
                  19,                   0,          0.00089955,                   0,                   0,                   0,                   0,                   0,                   0,          0.00081169,                   0,            0.006436,            0.006436,            0.006436
                  20,                   0,          0.00080418,                   0,                   0,                   0,                   0,                   0,                   0,          0.00074918,                   0,            0.006238,            0.006238,            0.006238
                  21,                   0,          0.00072763,                   0,                   0,                   0,                   0,                   0,                   0,          0.00067812,                   0,             0.00604,             0.00604,             0.00604
                  22,                   0,          0.00065626,                   0,                   0,                   0,                   0,                   0,                   0,          0.00062165,                   0,            0.005842,            0.005842,            0.005842
                  23,                   0,          0.00060576,                   0,                   0,                   0,                   0,                   0,                   0,          0.00056062,                   0,            0.005644,            0.005644,            0.005644
                  24,                   0,          0.00056041,                   0,                   0,                   0,                   0,                   0,                   0,          0.00052273,                   0,            0.005446,            0.005446,            0.005446
                  25,                   0,          0.00052033,                   0,                   0,                   0,                   0,                   0,                   0,          0.00048924,                   0,            0.005248,            0.005248,            0.005248
                  26,                   0,          0.00049021,                   0,                   0,                   0,                   0,                   0,                   0,          0.00044404,                   0,             0.00505,             0.00505,             0.00505
                  27,                   0,          0.00045876,                   0,                   0,                   0,                   0,                   0,                   0,          0.00042019,                   0,            0.004852,            0.004852,            0.004852
                  28,                   0,          0.00043449,                   0,                   0,                   0,                   0,                   0,                   0,           0.0004015,                   0,            0.004654,            0.004654,            0.004654
                  29,                   0,          0.00040978,                   0,                   0,                   0,                   0,                   0,                   0,          0.00038227,                   0,            0.004456,            0.004456,            0.004456
                  30,                   0,          0.00039318,                   0,                   0,                   0,                   0,                   0,                   0,          0.00036713,                   0,            0.004258,            0.004258,            0.004258
                  31,                   0,          0.00037757,                   0,                   0,                   0,                   0,                   0,                   0,          0.00035222,                   0,             0.00406,             0.00406,             0.00406
                  32,                   0,          0.00036243,                   0,                   0,                   0,                   0,                   0,                   0,          0.00034143,                   0,            0.003862,            0.003862,            0.003862
                  33,                   0,          0.00035126,                   0,                   0,                   0,                   0,                   0,                   0,          0.00033356,                   0,            0.003664,            0.003664,            0.003664
                  34,                   0,          0.00033983,                   0,                   0,                   0,                   0,                   0,                   0,          0.00032127,                   0,            0.003466,            0.003466,            0.003466
                  35,                   0,          0.00033051,                   0,                   0,                   0,                   0,                   0,                   0,          0.00031369,                   0,            0.003268,            0.003268,            0.003268
                  36,                   0,          0.00032288,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030713,                   0,             0.00307,             0.00307,             0.00307
                  37,                   0,          0.00031613,                   0,                   0,                   0,                   0,                   0,                   0,          0.00030211,                   0,            0.002872,            0.002872,            0.002872
                  38,                   0,          0.00030837,                   0,                   0,                   0,                   0,                   0,                   0,           0.0002996,                   0,            0.002674,            0.002674,            0.002674
                  39,                   0,          0.00030379,                   0,                   0,                   0,                   0,                   0,                   0,          0.00029632,                   0,            0.002476,            0.002476,            0.002476
                  40,                   0,          0.00029712,                   0,                   0,                   0,                   0,                   0,                   0,          0.00029351,                   0,            0.002278,            0.002278,            0.002278
                  41,                   0,          0.00029286,                   0,                   0,                   0,                   0,                   0,                   0,          0.00029055,                   0,             0.00208,             0.00208,             0.00208
                  42,                   0,          0.00029104,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028668,                   0,            0.001882,            0.001882,            0.001882
                  43,                   0,          0.00028623,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028391,                   0,            0.001684,            0.001684,            0.001684
                  44,                   0,          0.00028621,                   0,                   0,                   0,                   0,                   0,                   0,          0.00028032,                   0,            0.001486,            0.001486,            0.001486
                  45,                   0,          0.00028353,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027808,                   0,            0.001288,            0.001288,            0.001288
                  46,                   0,          0.00028075,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027593,                   0,             0.00109,             0.00109,             0.00109
                  47,                   0,          0.00027956,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027583,                   0,            0.000892,            0.000892,            0.000892
                  48,                   0,          0.00027863,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027608,                   0,            0.000694,            0.000694,            0.000694
                  49,                   0,          0.00027852,                   0,                   0,                   0,                   0,                   0,                   0,          0.00027525,                   0,            0.000496,            0.000496,            0.000496
